llh	children_0	children_1	children_2	children_3	children_4	children_5	children_6	children_7
-620.2645874023438	3;6;1	5;2	7					4
-620.2220458984375	3;2;7	5;6	1					4
-620.447509765625	3;2;6;7	5	1					4
-620.6384887695312	3;6;1	2;7	5					4
-620.16748046875	3;1;7	2;6	5					4
-620.0985717773438	3;1;7	2	5;6					4
-620.5082397460938	3;2;7	5	1			6		4
-620.2692260742188	3;1;7	2	5			6		4
-620.0680541992188	1;5;2	3	6;4		7			
-620.5283203125	1;5;2	3	4;7		6			
-620.0523681640625	1;5;2	3	4		7			6
-620.4637451171875	1;5;2	3	7		6			4
-620.3606567382812	5;1;2	3;6	4		7			
-620.5283203125	1;5;2	3	4;7					6
-619.5414428710938	1;2	3	4;7		5			6
-619.8970947265625	1;2	3	4;7		5	6		
-619.8954467773438	1;3;4	2		5	7			6
-619.942626953125	1;3;7	2		5	6			4
-620.3345947265625	1;6;2	3	4;7		5			
-620.6317749023438	1;5;2	3	4		7	6		
-619.8294067382812	1;5;4	2			7	3		6
-619.9035034179688	1;5;7	2			6	3		4
-620.2952880859375	1;5;6;7	2				3		4
-620.4637451171875	1;5;2	3	6;7					4
-620.0366821289062	1;3;7	2;4		5				6
-620.260498046875	2;5;6;4	3	1		7			
-620.0523681640625	2;5;4	3	1		7			6
-620.2505493164062	2;5;7	3	1		6			4
-620.4884643554688	2;1	3;4	5		7			6
-620.41357421875	2;1	3;7	5		6			4
-619.5253295898438	2;3;6;7	4	1	5				
-619.290283203125	2;3;7	4	1	5				6
-620.5576171875	2;5;7	4	1	6		3		
-620.6319580078125	2;4;6;7	3	1		5			
-620.0606079101562	2;4;7	3	1		5			6
-620.4080200195312	2;5;4	3	1		7	6		
-620.2720336914062	2;3;7	4	1	5		6		
-620.416259765625	2;4;7	3	1		5	6		
-620.4725341796875	2;5;6;7	3	1					4
-620.606201171875	2;5;7	3	1			6		4
-619.2672729492188	3;6;1	4;2	7	5				
-619.991455078125	3;6;1	2;4		5	7			
-618.9014892578125	3;6;2	4;7	1	5				
-620.1493530273438	3;1;4	2;6		5	7			
-620.5603637695312	3;1	4;6;2	7	5				
-619.290283203125	3;2;7	4;6	1	5				
-619.1047973632812	3;1	4;2	6;7	5				
-619.1047973632812	3;1	4;2	7	5				6
-619.8289794921875	3;1	2;4		5	7			6
-620.2848510742188	3;1	2;7		5	6			4
-620.0366821289062	3;1;7	4;2	6	5				
-618.9598999023438	3;2	4;6;7	1	5				
-618.8638305664062	3;2	4;7	1	5				6
-620.0366821289062	3;1;7	2;4		5	6			
-620.1347045898438	1;2	4;3	6;7	5				
-620.1347045898438	1;2	4;3	7	5				6
-620.487548828125	2;6;1	4;7	3	5				
-619.8609008789062	2;1	4;6;7	3	5				
-619.6919555664062	2;1	4;7	3	5				6
-620.4000244140625	5;1	4;2	7	6		3		
-620.3555908203125	5;2	4;7	1	6		3		
-620.38671875	2;6;1	3;7	4		5			
-620.081787109375	2;1	3;6;7	4		5			
-619.6088256835938	2;1	3;7	4		5			6
-619.640380859375	1;2	3;6	4;7		5			
-619.6356201171875	2;1	3;7	4;6		5			
-620.561279296875	2;1	3;7	5		6	4		
-620.060546875	5;6;1	2;4			7	3		
-620.0833129882812	5;1;4	2;6			7	3		
-619.9451293945312	5;1	2;4			7	3		6
-620.4365844726562	5;1	2;7			6	3		4
-620.0040893554688	5;1;7	2;4			6	3		
-620.0040893554688	1;5;7	2;4				3		6
-620.6385498046875	1;4	2;5			7	3		6
-620.561279296875	2;1	3;7	5			4		6
-620.0864868164062	3;1	4;2	7	5		6		
-619.8455200195312	3;2	4;7	1	5		6		
-619.9644775390625	2;1	3;7	4		5	6		
-620.523681640625	5;6;1	2;7				3		4
-620.1574096679688	5;1;7	2;6				3		4
-620.4220581054688	3;6;1	2;7		5				4
-620.196533203125	3;1;7	2;6		5				4
-620.3800048828125	2;1	5;4	3		7			6
-620.4989624023438	2;1	5;7	3		6			4
-619.5855102539062	2;1	3;6;7	4	5				
-619.1126098632812	2;1	3;7	4	5				6
-620.25439453125	2;1	5;7	4	6		3		
-620.357177734375	2;1	4;6;7	3		5			
-620.1881713867188	2;1	4;7	3		5			6
-620.0942993164062	2;1	3;7	4	5		6		
-620.5438232421875	2;1	4;7	3		5	6		
-620.5975952148438	2;3;6;4		1	5	7			
-620.2507934570312	2;3;4		1	5	7			6
-620.3434448242188	2;3;7		1	5	6			4
-619.8905029296875	2;6;1	3;7	4	5				
-620.5757446289062	2;1;7	3	4	5				6
-620.521484375	2;5;6;4		1		7	3		
-620.2263793945312	2;5;4		1		7	3		6
-620.3578491210938	2;5;7		1		6	3		4
-620.2534790039062	1;5;6;4	2	3		7			
-620.0357055664062	1;5;4	2	3		7			6
-620.2236938476562	1;5;7	2	3		6			4
-620.315185546875	5;1;4	2;6	3		7			
-619.1167602539062	1;3;6;7	2	4	5				
-618.8004150390625	1;3;7	2	4	5				6
-619.9961547851562	1;5;7	2	4	6		3		
-620.5588989257812	1;4;6;7	2	3		5			
-619.955078125	1;4;7	2	3		5			6
-620.391357421875	1;5;4	2	3		7	6		
-619.7821044921875	1;3;7	2	4	5		6		
-620.3107299804688	1;4;7	2	3		5	6		
-620.46630859375	1;5;6;7	2	3					4
-620.579345703125	1;5;7	2	3			6		4
-619.58740234375	3;6;1	2;7	4	5				
-619.0542602539062	3;1;7	2;6	4	5				
-619.4798583984375	3;1	2;7	4	5				6
-620.475830078125	1;6;7	2;3	4	5				
-620.4676513671875	1;7	2;3	4	5				6
-620.407470703125	4;1;7	2;6	3		5			
-620.4615478515625	3;1	2;7	4	5		6		
-620.4864501953125	5;1;7	2;6	3					4
-618.4428100585938	3;6;1	2	4;7	5				
-618.590576171875	3;1	6;2	4;7	5				
-619.4798583984375	3;1	2;7	4;6	5				
-618.6644897460938	3;1	2	4;6;7	5				
-618.336669921875	3;1	2	4;7	5				6
-618.8004150390625	3;1;7	2	4;6	5				
-619.3399658203125	1;6;2	3	4;7	5				
-620.5757446289062	1;2;7	3	4;6	5				
-619.1033325195312	1;2	3	4;6;7	5				
-618.5660400390625	1;2	3	4;7	5				6
-618.662841796875	1;2	3;6	4;7	5				
-619.1126098632812	2;1	3;7	4;6	5				
-620.5850219726562	1;7	3;2	4;6	5				
-619.7080078125	5;1	2	4;7	6		3		
-620.0156860351562	1;2	5	4;7	6		3		
-619.3184204101562	3;1	2	4;7	5		6		
-619.5477294921875	1;2	3	4;7	5		6		
-618.521728515625	3;6;1	2	4	5	7			
-619.2109375	3;6;2	4	1	5	7			
-618.6694946289062	3;1	6;2	4	5	7			
-620.2507934570312	3;2;4	6	1	5	7			
-619.8289794921875	3;1	2;4	6	5	7			
-618.4155883789062	3;1	2	6;4	5	7			
-618.336669921875	3;1	2	4;7	5	6			
-619.9229736328125	3;1	2	4	5	6;7			
-618.4155883789062	3;1	2	4	5	7			6
-618.8270263671875	3;1	2	7	5	6			4
-619.1047973632812	3;1	4;2	7	5	6			
-619.4798583984375	3;1	2;7	4	5	6			
-619.8954467773438	3;1;4	2	6	5	7			
-619.173095703125	3;2	6;4	1	5	7			
-618.8638305664062	3;2	4;7	1	5	6			
-619.173095703125	3;2	4	1	5	7			6
-619.58447265625	3;2	7	1	5	6			4
-619.586181640625	3;4;1	2	7	5	6			
-619.9415283203125	3;4;2	7	1	5	6			
-619.290283203125	3;2;7	4	1	5	6			
-618.8004150390625	3;1;7	2	4	5	6			
-619.418701171875	1;6;2	3	4	5	7			
-618.6449584960938	1;2	3	6;4	5	7			
-618.5660400390625	1;2	3	4;7	5	6			
-620.15234375	1;2	3	4	5	6;7			
-618.6449584960938	1;2	3	4	5	7			6
-619.056396484375	1;2	3	7	5	6			4
-620.131103515625	1;4;2	3	7	5	6			
-620.5757446289062	1;2;7	3	4	5	6			
-618.7417602539062	1;2	3;6	4	5	7			
-619.789794921875	2;6;4	3	1	5	7			
-620.4439697265625	2;1	3;4	6	5	7			
-619.5643310546875	2;4;7	3	1	5	6			
-619.789794921875	2;4	3	1	5	7			6
-620.2012329101562	2;7	3	1	5	6			4
-620.458251953125	4;1	3;2	7	5	6			
-620.1347045898438	1;2	3;4	7	5	6			
-619.1126098632812	2;1	3;7	4	5	6			
-620.4676513671875	1;7	3;2	4	5	6			
-620.001220703125	2;1	6;4	3	5	7			
-619.6919555664062	2;1	4;7	3	5	6			
-620.001220703125	2;1	4	3	5	7			6
-620.4126586914062	2;1	7	3	5	6			4
-619.6593017578125	1;6;4	2	3	5	7			
-619.4478759765625	1;4;7	2	3	5	6			
-619.6593017578125	1;4	2	3	5	7			6
-620.0707397460938	1;7	2	3	5	6			4
-619.9132080078125	1;4	2;6	3	5	7			
-619.7869262695312	5;1	2	4	6	7	3		
-620.0946044921875	1;2	5	4	6	7	3		
-620.4550170898438	1;3;7	2	4	6	5			
-620.470458984375	3;1	2	4;7	6	5			
-620.1959838867188	4;5;6;2	7	1			3		
-619.7740478515625	4;5;1	6;2	7			3		
-619.5201416015625	4;5;1	2	6;7			3		
-618.6683959960938	5;6;1	2	4		7	3		
-619.5201416015625	4;5;1	2	7			3		6
-619.9171142578125	4;5;2	6;7	1			3		
-619.4857788085938	5;6;2	4	1		7	3		
-619.9171142578125	4;5;2	7	1			3		6
-620.3330078125	4;6;1	5;2	7			3		
-620.271484375	4;1;2	5	6;7			3		
-620.271484375	4;1;2	5	7			3		6
-620.365966796875	4;1;2	5;6	7			3		
-619.944091796875	4;2;7	5;6	1			3		
-620.3292846679688	4;1	5;2	6;7			3		
-618.8617553710938	5;1	6;2	4		7	3		
-620.3292846679688	4;1	5;2	7			3		6
-620.0712280273438	4;2;6;7	5	1			3		
-620.2263793945312	5;2;4	6	1		7	3		
-619.5068969726562	4;2;7	5	1			3		6
-619.9451293945312	5;1	2;4	6		7	3		
-618.6078491210938	5;1	2	6;4		7	3		
-618.5289306640625	5;1	2	4;7		6	3		
-620.115234375	5;1	2	4		6;7	3		
-618.6078491210938	5;1	2	4		7	3		6
-619.019287109375	5;1	2	7		6	3		4
-619.220947265625	5;1	4;2	7		6	3		
-619.672119140625	5;1	2;7	4		6	3		
-619.8777465820312	4;1;6;7	2	5			3		
-619.8294067382812	5;1;4	2	6		7	3		
-619.3134765625	4;1;7	2	5			3		6
-619.7658081054688	4;1;7	2;6	5			3		
-619.4857788085938	5;2	6;4	1		7	3		
-619.176513671875	5;2	4;7	1		6	3		
-619.4857788085938	5;2	4	1		7	3		6
-619.897216796875	5;2	7	1		6	3		4
-619.5201416015625	5;4;1	2	7		6	3		
-619.9171142578125	5;4;2	7	1		6	3		
-619.3785400390625	5;2;7	4	1		6	3		
-618.8170776367188	5;1;7	2	4		6	3		
-619.3363647460938	5;6;1	4;2	7			3		
-619.176513671875	5;6;2	4;7	1			3		
-619.6892700195312	1;6;2	5	4		7	3		
-619.3785400390625	5;2;7	4;6	1			3		
-619.220947265625	5;1	4;2	6;7			3		
-619.220947265625	5;1	4;2	7			3		6
-620.0040893554688	5;1;7	4;2	6			3		
-619.2640380859375	5;2	4;6;7	1			3		
-619.176513671875	5;2	4;7	1			3		6
-618.91552734375	1;2	5	6;4		7	3		
-618.8366088867188	1;2	5	4;7		6	3		
-620.4229125976562	1;2	5	4		6;7	3		
-618.91552734375	1;2	5	4		7	3		6
-619.3269653320312	1;2	5	7		6	3		4
-620.271484375	1;4;2	5	7		6	3		
-619.9891357421875	1;2	4;5	6;7			3		
-618.922119140625	1;2	5;6	4		7	3		
-619.9891357421875	1;2	4;5	7			3		6
-620.1694946289062	2;4	5;6	1		7	3		
-619.5997924804688	2;5;6;7	4	1			3		
-620.3409423828125	2;6;1	4;7	5			3		
-619.7322998046875	2;6;4	5	1		7	3		
-619.3785400390625	2;5;7	4	1			3		6
-619.7259521484375	2;1	4;6;7	5			3		
-620.2984008789062	2;1	5;4	6		7	3		
-619.5570068359375	2;1	4;7	5			3		6
-619.5068969726562	2;4;7	5	1		6	3		
-619.7322998046875	2;4	5	1		7	3		6
-620.143798828125	2;7	5	1		6	3		4
-620.6385498046875	1;4	5;2	6		7	3		
-620.3292846679688	4;1	5;2	7		6	3		
-619.9891357421875	1;2	5;4	7		6	3		
-619.0753173828125	2;1	5;7	4		6	3		
-620.3351440429688	1;7	5;2	4		6	3		
-618.5894775390625	5;6;1	2	4;7			3		
-619.8490600585938	2;6;1	5;7	4			3		
-619.410888671875	2;1	5;6;7	4			3		
-618.7828369140625	5;1	6;2	4;7			3		
-619.8662719726562	2;1	6;4	5		7	3		
-619.0753173828125	2;1	5;7	4			3		6
-619.672119140625	5;1	2;7	4;6			3		
-618.8567504882812	5;1	2	4;6;7			3		
-618.5289306640625	5;1	2	4;7			3		6
-619.5570068359375	2;1	4;7	5		6	3		
-619.8662719726562	2;1	4	5		7	3		6
-620.2777099609375	2;1	7	5		6	3		4
-618.8170776367188	5;1;7	2	4;6			3		
-619.1243896484375	1;5;6;7	2	4			3		
-619.732666015625	5;6;1	2;7	4			3		
-619.6105346679688	1;6;2	5	4;7			3		
-619.52490234375	1;6;4	2	5		7	3		
-618.8170776367188	1;5;7	2	4			3		6
-619.0709838867188	5;1;7	2;6	4			3		
-619.672119140625	5;1	2;7	4			3		6
-619.3738403320312	1;2	5	4;6;7			3		
-618.8366088867188	1;2	5	4;7			3		6
-619.3134765625	1;4;7	2	5		6	3		
-619.52490234375	1;4	2	5		7	3		6
-619.9363403320312	1;7	2	5		6	3		4
-620.3501586914062	1;6;7	2;5	4			3		
-618.8432006835938	1;2	5;6	4;7			3		
-619.77880859375	1;4	2;6	5		7	3		
-620.3351440429688	1;7	2;5	4			3		6
-619.0753173828125	2;1	5;7	4;6			3		
-620.4420776367188	1;7	5;2	4;6			3		
-620.3457641601562	5;1	2	4;7			3;6		
-620.320068359375	1;2	5	4;7			3;6		
-619.3973388671875	3;1	2	4	5	7	6		
-620.15478515625	3;2	4	1	5	7	6		
-619.626708984375	1;2	3	4	5	7	6		
-620.6039428710938	4;6;1	2	7		5	3		
-620.6039428710938	4;1	2	6;7		5	3		
-620.6039428710938	4;1	2	7		5	3		6
-620.4246826171875	5;1	2	4		7	3;6		
-620.3989868164062	1;2	5	4		7	3;6		
-619.079833984375	5;6;1	2	7			3		4
-619.897216796875	5;6;2	7	1			3		4
-619.273193359375	5;1	6;2	7			3		4
-620.3578491210938	5;2;7	6	1			3		4
-620.4365844726562	5;1	2;7	6			3		4
-619.019287109375	5;1	2	6;7			3		4
-619.9035034179688	5;1;7	2	6			3		4
-619.897216796875	5;2	6;7	1			3		4
-620.1007080078125	1;6;2	5	7			3		4
-619.3269653320312	1;2	5	6;7			3		4
-619.3335571289062	1;2	5;6	7			3		4
-620.5809936523438	2;7	5;6	1			3		4
-620.143798828125	2;6;7	5	1			3		4
-620.2756958007812	2;1	5;7	6			3		4
-620.2777099609375	2;1	6;7	5			3		4
-619.9367065429688	1;6;7	2	5			3		4
-620.1902465820312	1;7	2;6	5			3		4
-618.93310546875	3;6;1	2	7	5				4
-619.6223754882812	3;6;2	7	1	5				4
-619.0809326171875	3;1	6;2	7	5				4
-620.3434448242188	3;2;7	6	1	5				4
-620.2848510742188	3;1	2;7	6	5				4
-618.8270263671875	3;1	2	6;7	5				4
-619.942626953125	3;1;7	2	6	5				4
-619.58447265625	3;2	6;7	1	5				4
-619.8301391601562	1;6;2	3	7	5				4
-619.056396484375	1;2	3	6;7	5				4
-619.1531982421875	1;2	3;6	7	5				4
-620.2012329101562	2;6;7	3	1	5				4
-620.391357421875	2;1	3;7	6	5				4
-620.4126586914062	2;1	6;7	3	5				4
-620.0711059570312	1;6;7	2	3	5				4
-620.3246459960938	1;7	2;6	3	5				4
-620.1983642578125	5;1	2	7	6		3		4
-620.5060424804688	1;2	5	7	6		3		4
-619.8087158203125	3;1	2	7	5		6		4
-620.5662231445312	3;2	7	1	5		6		4
-620.0381469726562	1;2	3	7	5		6		4
