tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6
15	-534.2103271484375	-1	4	0	1	0	0	3	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	0.315130352973938	0.1683168262243271	0.047054797410964966	0.035087719559669495	0.23816338181495667	0.029912181198596954	0.01075268816202879
16	-534.210205078125	-1	4	1	1	0	0	3	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853211104869843	0.029999999329447746	0.01075268816202879
17	-534.21728515625	-1	4	4	1	0	0	3	0.4433962404727936	0.2311723530292511	0.009876379743218422	0.1595744639635086	0.24104873836040497	0.1304347813129425	0.11999999731779099	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853212594985962	0.029999999329447746	0.01075268816202879
18	-534.2103271484375	-1	4	0	1	0	0	5	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	0.315130352973938	0.1683168262243271	0.047054797410964966	0.035087719559669495	0.23816338181495667	0.029912181198596954	0.01075268816202879
19	-534.210205078125	-1	4	1	1	0	0	5	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853211104869843	0.029999997466802597	0.01075268816202879
20	-534.3124389648438	-1	4	3	1	0	0	5	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	0.31460675597190857	0.16831684112548828	0.0408049076795578	0.0408049002289772	0.23853212594985962	0.029999997466802597	0.01075268816202879
21	-534.21728515625	-1	4	4	1	0	0	5	0.4433962404727936	0.2311723530292511	0.009876379743218422	0.1595744639635086	0.24104873836040497	0.1304347813129425	0.11999999731779099	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853212594985962	0.029999997466802597	0.01075268816202879
22	-534.210205078125	-1	4	0	1	0	3	0	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853211104869843	0.029999999329447746	0.01075268816202879
23	-534.210205078125	-1	4	1	1	0	3	0	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853211104869843	0.029999999329447746	0.01075268816202879
24	-534.21728515625	-1	4	4	1	0	3	0	0.4433962404727936	0.2311723530292511	0.009876379743218422	0.1595744639635086	0.24104873836040497	0.1304347813129425	0.11999999731779099	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853212594985962	0.029999999329447746	0.01075268816202879
25	-534.210205078125	-1	4	0	1	0	3	5	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853211104869843	0.029999997466802597	0.01075268816202879
26	-534.210205078125	-1	4	1	1	0	3	5	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853211104869843	0.029999997466802597	0.01075268816202879
27	-534.21728515625	-1	4	4	1	0	3	5	0.4433962404727936	0.2311723530292511	0.009876379743218422	0.1595744639635086	0.24104873836040497	0.1304347813129425	0.11999999731779099	0.3146067261695862	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853212594985962	0.029999997466802597	0.01075268816202879
