tree	llh	pi_0	pi_2	pi_3	pi_5	pi_6	pi_7	f_0_0	f_0_2	f_0_3	f_0_5	f_0_6	f_0_7	f_1_0	f_1_2	f_1_3	f_1_5	f_1_6	f_1_7
23	-429.2721252441406	-1	0	0	3	3	3	0.3689320385456085	0.1568627506494522	0.1633913367986679	0.06586339324712753	0.045405659824609756	0.05212227627635002	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
24	-429.3592529296875	-1	0	0	7	3	3	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.058362506330013275	0.04545454680919647	0.058362506330013275	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
25	-429.32574462890625	-1	0	0	0	3	6	0.37572139501571655	0.1529242992401123	0.15905702114105225	0.06374005228281021	0.04880134388804436	0.048801347613334656	0.31683164834976196	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
26	-429.2994689941406	-1	0	0	2	3	6	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04880134388804436	0.048801347613334656	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
27	-429.2994689941406	-1	0	0	3	3	6	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04880134388804436	0.048801347613334656	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
28	-429.2721252441406	-1	3	0	0	0	0	0.3689320683479309	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
29	-429.2721252441406	-1	3	0	2	0	0	0.36893200874328613	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
30	-429.3592529296875	-1	3	0	7	0	0	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.058362506330013275	0.04545454680919647	0.058362506330013275	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
31	-429.2721252441406	-1	3	0	0	0	2	0.3689320683479309	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
32	-429.2721252441406	-1	3	0	2	0	2	0.36893200874328613	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
33	-429.3592529296875	-1	3	0	7	0	2	0.36893200874328613	0.1568627506494522	0.16326530277729034	0.058362506330013275	0.04545454680919647	0.058362506330013275	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
34	-429.2994689941406	-1	3	0	0	0	6	0.36893200874328613	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04880134388804436	0.048801347613334656	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
35	-429.2994689941406	-1	3	0	2	0	6	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04880134388804436	0.048801347613334656	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
36	-429.2721252441406	-1	3	0	0	2	0	0.3689320683479309	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
37	-429.2721252441406	-1	3	0	2	2	0	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
38	-429.3592529296875	-1	3	0	7	2	0	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.058362506330013275	0.04545454680919647	0.058362506330013275	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
39	-429.28009033203125	-1	3	0	0	2	2	0.3689320683479309	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683164834976196	0.1368994563817978	0.1696428507566452	9.999999974752427e-07	0.11630411446094513	0.02059534192085266
40	-429.28826904296875	-1	3	0	2	2	2	0.3689320385456085	0.15962716937065125	0.16326530277729034	0.064315564930439	0.04432757943868637	0.05098401755094528	0.31683167815208435	0.1368994563817978	0.1696428507566452	-2.4010660126805305e-10	0.11630411446094513	0.02059534378349781
41	-429.3672180175781	-1	3	0	7	2	2	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.058362506330013275	0.04545454680919647	0.058362506330013275	0.31683167815208435	0.1368994563817978	0.1696428507566452	9.999999974752427e-07	0.11630411446094513	0.02059534192085266
42	-429.2994689941406	-1	3	0	0	2	6	0.3689320683479309	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04880134388804436	0.048801347613334656	0.31683164834976196	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
43	-429.2994689941406	-1	3	0	2	2	6	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04880134388804436	0.048801347613334656	0.31683167815208435	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
